time(sec),semimem,bifem,vasmed,vaslat,rf,medgas,latgas,tfl,tibant,peronl,soleus,addmagnus,gmax,gmed,sartorius
1.089167,0.090451,0.496171,0.388755,0.147444,0.100125,-0.062148,0.030750,-0.013945,-0.088367,-0.037657,-0.025128,-0.054767,0.489819,0.011507,-1.136628
1.090000,-0.048736,0.140978,0.280478,0.091027,0.120192,-0.034301,0.000215,0.034036,0.205688,-0.037411,-0.005017,-0.038770,0.050763,0.045154,0.248831
1.090833,0.002225,0.075824,-0.185035,0.061853,0.114358,-0.057262,-0.017931,0.056772,0.527575,-0.087369,0.236320,0.023818,-0.002839,0.032112,0.776585
1.091667,0.146167,0.035540,-0.582657,0.037575,0.087059,-0.147906,-0.013710,0.027860,0.705589,-0.044083,0.661045,0.034923,-0.146879,-0.007019,0.920494
1.092500,0.314007,-0.869621,-0.680084,-0.008140,0.016020,-0.214586,0.016139,0.054713,1.110299,-0.050663,0.492639,-0.037745,0.581362,-0.060029,1.046130
1.093333,0.268977,-1.716666,-0.992763,-0.018791,-0.055433,-0.250465,0.043136,0.041346,0.706613,0.007343,-0.012237,-0.033287,0.726570,-0.053522,0.955870
1.094167,0.100242,-2.858754,-1.415940,-0.015710,0.011389,-0.444450,0.020791,0.038710,-0.193232,0.030614,-0.166930,-0.012801,-0.075990,-0.004738,0.777680
1.095000,-0.195951,-1.084668,-1.330629,-0.016883,0.015659,-0.460672,-0.006297,0.024211,-0.455493,0.059591,-0.434841,0.014352,-0.098280,0.033377,-0.121061
1.095833,-0.189851,0.745035,-0.519952,-0.043508,-0.070420,-0.265373,-0.003754,-0.011015,-0.470036,0.018288,-0.357577,0.037147,-0.275635,0.030305,-1.474818
1.096667,0.011339,0.214027,0.130684,-0.100762,-0.106647,-0.185952,-0.029837,0.006257,-0.701519,-0.004340,-0.050167,0.009013,-0.341101,0.015955,-1.566952
1.097500,-0.008572,0.068375,0.177475,-0.153841,-0.116244,0.196041,-0.028822,-0.002722,-0.777063,0.076079,-0.066781,-0.040317,-0.167139,0.017182,-1.305571
1.098333,-0.051452,0.033449,0.250233,-0.185791,-0.078640,0.584642,-0.042799,-0.029881,-0.590831,0.041937,-0.087560,-0.046774,-0.231771,0.004078,-1.029277
1.099167,0.030626,-0.460082,0.585868,-0.164846,-0.046508,0.541054,0.021021,-0.036171,0.168075,0.072805,-0.082703,-0.046384,-0.346460,-0.016949,-0.675357
1.100000,0.066378,-1.188299,1.230865,-0.114466,-0.040929,0.326841,0.063163,-0.034881,0.739835,-0.004076,0.036339,-0.046028,-0.322764,-0.012484,1.279589
1.100833,0.015283,0.283691,1.125444,-0.065880,-0.044686,0.135492,0.089740,-0.002830,0.399555,0.016183,0.079652,0.008903,-0.396842,0.008469,3.511751
1.101667,-0.136938,1.421220,-0.139709,0.010885,-0.014615,0.029852,0.026443,-0.042107,0.071656,0.013450,0.047908,0.069865,-0.296073,0.022407,4.475367
1.102500,-0.172328,1.283353,-0.762320,0.071050,0.097787,0.006362,-0.080037,-0.034158,-0.247033,0.020334,0.052865,0.082813,-0.276211,0.010865,3.448377
1.103333,-0.196884,0.501504,-0.942720,0.085718,0.174099,-0.072391,-0.030119,-0.014084,-0.036923,0.013588,0.043166,0.057627,-0.369742,-0.008460,1.048175
1.104167,-0.173023,-2.941495,-1.072018,0.095588,0.106274,-0.003582,0.080515,-0.028122,0.450999,-0.004550,0.029865,0.043697,-0.048224,-0.020770,-0.866666
1.105000,-0.104830,-4.926624,-0.924503,0.063403,0.010269,0.420922,0.105067,-0.033850,0.425737,0.017745,0.022484,0.035009,-0.030151,-0.020269,-2.138293
1.105833,0.092406,-2.460349,-0.591615,0.053691,-0.000858,0.408093,-0.031242,-0.014177,0.300367,-0.018151,0.012082,0.019128,0.155393,0.002346,-2.949659
1.106667,0.384056,1.063913,0.554859,0.005568,-0.007069,0.010822,-0.143335,0.031662,0.148311,-0.005475,-0.004035,0.004354,0.319667,0.033648,-2.471981
1.107500,0.540320,1.472618,0.795879,0.031197,-0.043314,-0.119269,-0.110223,0.118627,-0.001860,0.002476,-0.020020,-0.002860,0.430755,0.026788,-1.100455
1.108333,0.278281,-0.057914,0.499352,0.015394,-0.081370,-0.189343,-0.059173,0.081166,-0.182289,0.060746,-0.030343,-0.014692,0.518188,-0.013655,0.189434
1.109167,-0.115077,0.234653,0.620929,-0.064545,-0.176175,-0.311364,-0.025447,0.031131,-0.353992,-0.035160,-0.109895,-0.043033,0.330678,-0.028174,0.663887
1.110000,-0.062711,0.959464,0.266698,-0.083613,-0.259376,-0.318373,0.075327,-0.017127,-0.496118,-0.066912,-0.254694,-0.022733,0.269798,-0.032788,0.450655
1.110833,0.253740,0.801963,0.236106,-0.006055,-0.200822,-0.094688,0.038062,-0.046359,-0.512254,-0.069768,-0.171156,0.003006,0.607956,-0.047639,1.041979
1.111667,0.116128,0.071808,0.415130,0.026121,-0.147623,-0.046323,0.038223,-0.030770,-0.333579,-0.055323,-0.080699,0.024687,0.601259,0.011657,1.481174
1.112500,-0.201875,-0.639012,-0.062908,0.028236,-0.043945,-0.055150,0.037504,-0.015825,0.019503,-0.103674,0.184651,0.021508,-0.076476,0.056297,1.020858
1.113333,-0.265627,1.229440,-0.236932,0.032550,0.139331,0.030688,-0.028650,0.005656,0.253334,-0.008649,0.318298,-0.018499,-0.060217,0.018992,0.357286
1.114167,-0.090004,3.113478,-0.266424,0.018379,0.296281,-0.010628,-0.063202,0.029256,0.293402,0.078875,0.307523,0.024372,-0.277322,-0.036470,0.162495
1.115000,-0.088594,3.548500,-0.061341,0.007156,0.368426,0.023593,-0.059754,0.032247,0.341718,-0.004782,0.433619,0.054056,-0.027091,-0.024638,0.368548
1.115833,-0.284965,1.862732,1.368377,-0.004402,0.426826,0.067504,-0.025946,0.010518,0.252114,-0.071881,0.225611,0.023153,0.435777,-0.000134,0.648832
1.116667,-0.170143,1.174208,2.367118,0.022382,0.381709,-0.020566,0.042938,-0.009981,-0.170538,-0.096421,-0.183089,0.009530,-0.121387,-0.003388,1.125488
1.117500,0.172046,1.985628,1.134212,0.104978,0.250410,-0.034825,0.041139,-0.033819,-0.028205,-0.024162,-0.204215,0.013993,-0.235501,0.027705,0.660624
1.118333,0.171493,1.446028,0.072727,0.035634,0.070104,-0.028563,0.023264,-0.018414,-0.022111,-0.038901,-0.078971,-0.029798,-0.228166,0.040810,-0.090686
1.119167,0.140362,-0.728151,-0.115395,-0.051607,-0.013394,-0.006071,-0.014525,-0.048900,-0.231831,0.023929,0.048328,-0.076181,-0.304094,-0.000080,-1.895707
1.120000,-0.064956,-1.648925,-0.336993,-0.060392,-0.098555,0.034328,-0.000688,-0.085137,-0.396208,-0.007262,0.169172,-0.016023,0.173996,-0.017907,-3.025852
1.120833,-0.341782,-1.215856,-0.758727,-0.082665,-0.215631,0.041681,0.016829,-0.026403,-0.745421,0.052383,0.266518,0.018879,-0.021516,-0.007330,-4.159381
1.121667,-0.284692,-0.711879,-1.765321,-0.106614,-0.290951,0.016167,0.068053,0.004474,-0.684464,0.044237,-0.125126,-0.003021,-0.270680,-0.013974,-4.437840
1.122500,-0.240672,-1.574754,-2.153821,-0.098306,-0.287898,0.025724,0.057578,0.001402,-0.120676,0.059608,-0.389079,-0.038495,-0.277900,-0.016783,-3.550177
1.123333,-0.214139,-2.202591,-1.672948,-0.069438,-0.277413,-0.015048,0.030220,0.022065,-0.000393,0.051393,-0.355575,0.002536,-0.114193,0.035662,-2.261337
1.124167,-0.007180,-1.185924,-1.613767,-0.018439,-0.298824,-0.043837,-0.071591,0.048311,-0.023654,0.029854,-0.208521,0.021102,0.240884,0.048755,0.559858
1.125000,0.203515,-0.413718,-0.699440,0.020245,-0.279437,-0.054477,-0.163067,0.057254,0.544787,0.054372,-0.101893,0.009949,-0.059316,0.024779,2.835773
1.125833,0.233471,-1.960125,0.517679,0.073803,-0.244649,-0.028136,-0.012326,0.043553,0.906154,0.031879,-0.069103,-0.059379,-0.252025,0.002183,3.403018
1.126667,0.416852,-4.063778,0.863886,0.086558,-0.158341,-0.150599,0.060143,0.047032,0.604474,0.080628,-0.016274,-0.030083,-0.304997,-0.019192,3.514018
1.127500,0.596938,-3.880287,0.936247,0.075149,0.032863,-0.254111,-0.060917,0.054715,0.400752,0.022229,0.005074,0.019048,-0.091311,-0.032789,3.241069
1.128333,0.431459,-1.263086,0.317104,0.119834,0.147826,-0.252247,0.045733,0.013645,0.544755,0.029379,0.007682,0.004817,0.169650,-0.023202,3.044129
1.129167,0.332834,1.050820,0.304128,0.116379,0.127638,-0.160372,0.159552,-0.000657,0.591150,0.034290,0.022467,-0.038931,-0.053021,-0.000202,2.418861
1.130000,0.046517,2.350086,0.206731,0.062619,0.127780,-0.000116,0.154147,-0.026352,0.502263,0.020733,0.037636,-0.044768,-0.228007,-0.008194,0.549534
1.130833,0.062129,3.332951,0.097644,0.029469,0.135115,0.433772,0.063498,-0.039804,0.335433,-0.011810,0.042933,-0.009189,-0.280942,-0.005985,-0.336655
1.131667,0.005190,3.176334,0.072413,0.004826,0.155570,0.749604,-0.130745,-0.025309,-0.194746,-0.054406,0.043213,0.014103,-0.066309,-0.021195,0.334377
1.132500,-0.504118,1.693657,0.078180,-0.014266,0.177508,0.379585,-0.180657,-0.047736,-0.364949,-0.019848,0.013123,0.028175,0.292427,-0.029718,-0.479446
1.133333,-0.657249,0.093955,0.561115,-0.041147,0.192322,0.179698,0.138958,-0.006695,-0.282848,-0.029368,-0.037752,-0.004328,-0.173358,0.018953,-1.481947
1.134167,-0.646922,-0.188343,1.209092,-0.063830,0.136146,0.045673,0.303039,-0.025950,-0.356705,0.001797,-0.037576,0.008639,0.072906,0.048828,-2.665518
1.135000,-0.442765,-0.198230,1.042952,-0.069722,0.046860,-0.121742,0.324253,-0.040970,-0.281870,-0.015996,-0.043308,0.030195,0.293323,0.029239,-3.289293
1.135833,-0.173836,-0.843247,0.734307,-0.057825,-0.024409,-0.140134,0.274341,-0.035135,-0.075761,0.026589,-0.077893,0.012785,0.582195,-0.007466,-1.300720
1.136667,0.293269,-1.051013,0.560896,0.031757,-0.045334,-0.094741,-0.339365,-0.005099,-0.029035,-0.003263,0.192610,-0.019272,-0.002423,-0.031681,0.618185
1.137500,0.430503,1.228452,0.641284,0.061476,0.001583,-0.072028,-0.500871,0.050960,-0.016173,0.013869,0.375804,0.010230,-0.196081,-0.013192,0.626100
1.138333,0.215814,1.792295,0.931527,0.043629,0.003501,-0.065839,-0.238476,0.054300,-0.371482,0.003632,0.048907,0.050092,-0.131164,-0.007081,0.186984
1.139167,0.076986,1.408310,0.765311,0.016765,0.002428,-0.062385,0.297014,0.043215,-0.676784,-0.023021,0.074667,0.055372,-0.243754,0.014886,0.142021
1.140000,0.070265,1.000795,0.810155,-0.059446,0.028294,-0.041920,0.545115,0.060579,-0.581405,-0.002175,0.131881,0.017757,0.173655,0.014107,-0.116038
1.140833,0.005773,0.327460,0.209788,-0.091659,0.013658,-0.090127,-0.559701,0.001714,-0.458014,-0.064757,0.089756,0.038036,0.009049,0.012101,-0.885063
1.141667,-0.028502,-0.332630,-0.014792,-0.076397,-0.000146,-0.079656,-1.259309,-0.028093,-0.219600,-0.079837,0.131812,0.052358,-0.227191,0.032219,-0.994331
1.142500,-0.159419,-0.446370,-0.922491,-0.067387,0.037211,-0.068843,-0.774432,-0.039522,-0.197625,-0.126130,0.188103,0.003741,-0.074195,-0.003966,0.234559
1.143333,-0.206679,-0.287083,-2.569368,-0.070595,0.081748,-0.065800,-0.417294,-0.050268,-0.025092,-0.102282,0.104138,-0.027159,0.301083,-0.079206,1.962459
1.144167,-0.116033,-0.542662,-3.132293,-0.071373,0.144262,-0.046419,-0.193983,-0.005242,0.132371,-0.121771,-0.153125,-0.051088,0.481669,-0.066088,1.258783
1.145000,0.076887,-1.478455,-3.042391,-0.071850,0.158498,-0.018615,0.254247,-0.024827,-0.089954,-0.033935,-0.315978,-0.064596,-0.143122,0.030816,0.876633
1.145833,0.065282,-2.100907,-2.065551,-0.057826,0.099865,-0.018813,0.511582,-0.023258,-0.242698,0.012975,-0.301499,-0.077207,-0.058505,0.057700,0.718114
1.146667,0.018720,-2.486047,-0.728420,-0.044846,0.025422,-0.012917,0.592177,-0.010137,0.138625,0.018116,-0.112366,-0.108359,0.028093,0.052562,1.063255
1.147500,0.028014,-0.719367,0.128554,-0.042656,-0.114409,-0.015791,0.651288,-0.011087,0.694221,0.059381,0.131107,-0.042912,0.250545,0.020440,1.579123
1.148333,0.104762,0.700899,0.754596,-0.006222,-0.202555,-0.005046,1.074390,0.012816,0.669375,0.028966,0.170065,-0.007581,0.448625,-0.019897,1.636322
1.149167,0.154646,1.052982,0.715628,0.130546,-0.218043,0.016853,1.131649,0.030001,0.606038,0.093873,-0.180175,-0.003046,0.385149,-0.042049,0.132765
1.150000,0.106521,0.816166,1.306344,0.261313,-0.200137,0.051120,0.403095,0.047501,0.432862,0.076710,-0.362711,-0.008022,-0.066786,-0.021754,-1.562416
1.150833,0.239717,0.381142,1.020462,0.247541,-0.172502,0.078993,-0.022970,0.042137,-0.017076,0.109219,-0.294715,0.011892,-0.037566,0.009554,-2.563096
1.151667,0.432542,0.437217,-0.244042,0.182624,-0.208965,0.074089,-0.650676,0.028265,-0.319477,0.055800,-0.307162,-0.001384,0.048772,0.008388,-2.288196
1.152500,0.367065,0.586677,-0.759072,0.083501,-0.194413,0.072594,-0.872433,0.042518,-0.301883,0.056718,-0.199862,-0.058790,0.550351,0.029524,-2.008158
1.153333,0.309751,-0.296046,-0.925979,0.015327,-0.170097,-0.020074,-0.336417,-0.020988,-0.123786,0.025943,0.093113,-0.044632,0.149439,0.010248,-0.622655
1.154167,0.056940,-0.314233,-0.682371,-0.022819,-0.067834,-0.246006,-0.075855,-0.053143,0.423753,0.055040,0.324126,0.014860,-0.103045,-0.004734,1.471446
1.155000,-0.146118,1.385554,0.179701,-0.048339,0.050895,-0.363949,-0.197320,-0.058211,0.898659,0.064514,0.379365,0.097714,-0.260260,-0.034804,1.454544
1.155833,-0.411833,1.905644,0.865028,-0.000815,0.082515,-0.338802,-0.206945,-0.032523,0.732600,-0.030940,0.333313,0.125784,-0.196164,-0.029764,0.849865
1.156667,-0.535982,-1.027167,1.676483,-0.000951,0.042333,-0.311723,0.121961,-0.042754,-0.219085,-0.019401,0.182785,0.113835,-0.074404,0.029000,0.477375
1.157500,-0.525515,-1.857630,1.675553,-0.044627,-0.005499,0.046997,0.338467,-0.052738,-1.377389,-0.078357,0.088319,0.095988,-0.198615,0.024905,1.002815
1.158333,-0.619443,-1.583781,1.593075,-0.115362,-0.017734,0.604089,0.378781,0.011378,-0.734227,-0.016045,0.109740,0.041654,-0.471940,-0.010007,0.972648
1.159167,-0.333797,-1.842322,1.537512,-0.165994,0.072833,0.559289,0.204930,0.037593,0.142098,-0.035756,0.123001,0.056025,-0.504295,-0.010586,0.382149
1.160000,0.064528,-1.574930,1.487520,-0.092440,0.150902,0.328578,0.488059,0.023003,-0.032643,0.048311,-0.153881,0.042863,-0.635770,-0.003691,-1.138849
1.160833,0.229312,-1.081133,2.143577,-0.072432,0.134270,0.157765,0.337003,0.035960,-0.111368,0.002491,-0.330590,0.007081,-0.661913,-0.012823,-2.102198
1.161667,0.235345,-0.569187,3.121509,-0.042609,0.141365,-0.171098,0.010098,0.038917,0.227478,0.036232,-0.285826,0.003939,-0.298357,0.008705,-2.352505
1.162500,0.149653,0.820901,2.385049,-0.014212,0.128545,-0.539691,-0.796712,0.070465,0.716454,-0.011193,-0.176618,-0.004088,0.384753,0.019233,-2.908209
1.163333,0.071158,2.143241,0.860943,-0.016938,0.083876,-0.659298,-0.859564,0.048646,0.481727,0.003750,0.047375,-0.018213,-0.006487,0.021201,-3.307179
1.164167,-0.024341,2.488702,-0.990262,-0.028748,0.130433,-0.255429,-0.501479,0.005181,0.016658,-0.003368,0.196926,0.003383,-0.256801,-0.001569,-3.277747
1.165000,0.113461,3.627891,-2.862603,-0.028206,0.163598,0.596793,-0.503192,0.013289,-0.144489,-0.025415,0.230512,0.002575,-0.103449,-0.018257,-2.610497
1.165833,0.106821,3.818848,-3.787203,-0.033243,0.100843,1.336372,-0.993233,-0.012044,-0.398670,-0.029772,0.217998,-0.040153,-0.021404,-0.018795,-0.926176
1.166667,0.020494,2.035405,-4.069166,-0.017841,0.080556,0.815280,-1.045256,-0.035898,-0.348284,-0.077806,0.045231,-0.086777,0.282521,-0.015847,1.124993
1.167500,-0.048114,0.391284,-3.530644,-0.037007,0.050974,0.318485,-0.332873,-0.015113,-0.065814,-0.015420,-0.026422,-0.065084,0.681764,-0.001176,2.828996
1.168333,0.060801,0.218436,-2.668806,-0.013004,-0.015286,-0.040018,0.196050,-0.010595,0.304277,-0.056398,0.157293,-0.002484,0.000408,0.033457,3.632273
1.169167,0.154097,1.708681,-1.842939,0.008914,-0.072387,-0.274867,0.386792,0.009680,0.476137,-0.067836,0.021418,0.032282,0.217734,0.022898,4.179257
1.170000,0.193497,1.644019,-1.224612,0.020868,-0.085346,-0.404965,0.629338,0.002362,0.197998,-0.106183,-0.278102,-0.020047,0.532527,-0.014084,3.620395
1.170833,0.128657,-1.316122,-0.202227,0.017863,-0.099305,-0.378244,0.549777,-0.034701,-0.092455,-0.055301,-0.216817,-0.074671,0.064483,-0.002720,3.605343
1.171667,0.063640,-2.981470,0.874687,0.038377,-0.108151,-0.319455,0.453761,-0.004012,-0.380288,-0.028545,-0.081114,-0.065682,-0.093502,-0.000075,4.228894
1.172500,0.115620,-1.671695,1.419346,0.104087,-0.137973,-0.287856,0.432330,0.014925,-0.825516,-0.017338,-0.054531,-0.066314,-0.381202,-0.002333,4.006245
1.173333,0.081327,-2.483253,1.228386,0.152879,-0.156883,-0.298103,0.389824,-0.020613,-0.822107,0.005966,-0.157173,-0.074400,-0.082774,0.006531,1.973313
1.174167,0.128579,-4.661286,1.232112,0.178623,-0.123990,-0.257380,0.286029,-0.037683,-0.458835,-0.014449,-0.230607,-0.077983,0.029794,-0.036345,0.760996
1.175000,0.064775,-4.674257,1.768376,0.120690,-0.065847,-0.262942,0.404736,-0.037646,-0.169419,0.066710,-0.051390,-0.058072,0.150298,-0.044593,-0.167458
1.175833,-0.400038,-3.517296,1.258060,0.088269,0.001985,-0.259252,0.593391,-0.026437,-0.152238,0.102070,0.044691,-0.040516,0.326399,0.019482,-1.193405
1.176667,-0.299403,-2.801043,0.789421,0.079749,0.039384,-0.185070,0.732314,-0.055305,-0.085760,0.109658,0.139642,-0.036808,0.008727,0.018859,-1.640745
1.177500,-0.023974,-1.677951,0.797267,0.059021,0.028513,-0.119945,0.930624,-0.053575,0.368979,0.056073,0.233223,-0.019673,0.055276,-0.004036,-0.638245
1.178333,-0.112103,0.188560,0.605170,0.039557,0.013496,-0.041299,0.886921,-0.029003,0.520843,0.080179,0.149260,-0.011876,0.130542,-0.009527,0.134506
1.179167,0.032199,1.401406,0.074010,0.017422,-0.041337,0.050139,0.420608,0.005778,0.622312,0.067382,0.013396,0.007918,-0.103059,0.011240,-0.604991
1.180000,0.030055,1.852811,-0.331052,-0.062436,-0.037220,0.334951,-0.082834,0.030808,0.759543,0.059027,-0.024167,0.048228,0.265722,0.053997,-1.506909
1.180833,-0.122348,1.746136,-0.443604,-0.164281,0.014615,0.302212,-0.875890,0.023536,0.392773,0.026872,-0.011294,0.085524,0.614850,0.026432,-2.662184
1.181667,-0.176123,2.352233,-0.152140,-0.165096,0.022221,-0.176907,-1.234623,0.029309,0.097027,0.060158,0.029626,0.128924,-0.022937,-0.026898,-2.755893
1.182500,-0.205711,3.700790,0.349079,-0.174548,0.075857,-0.183251,-0.417927,0.051054,0.122752,0.095843,0.023240,0.128941,0.027251,-0.034427,-3.623081
1.183333,-0.222527,3.484606,0.812264,-0.185569,0.148147,0.027863,0.107854,0.039659,-0.028383,0.087206,0.066152,0.127626,0.132673,-0.008514,-4.317436
1.184167,-0.067690,2.216384,0.774066,-0.130040,0.205318,0.268249,-0.160987,0.065028,-0.103701,0.032233,0.106178,0.074856,0.098338,0.001555,-4.404938
1.185000,0.007066,2.038173,0.336679,-0.046638,0.230247,0.655338,-0.810237,0.077280,0.108389,-0.099164,-0.175603,0.078112,0.262235,0.007225,-4.507406
1.185833,0.133157,2.074791,0.092031,0.018803,0.162638,0.734796,-0.865871,0.061623,-0.353501,-0.121615,-0.578262,0.082963,0.028833,0.017038,-3.334698
1.186667,0.374092,1.507507,0.070474,0.131554,0.077254,0.285108,-0.218449,0.090693,-0.983665,-0.185439,-0.596318,0.038166,0.137775,0.020311,-3.017972
1.187500,0.395272,0.357005,0.139518,0.158385,-0.051680,-0.320632,-0.813913,0.002135,-0.887798,-0.144777,-0.006140,-0.039331,0.314046,0.003005,-2.839131
1.188333,-0.002716,-2.067199,-0.066635,0.153156,-0.189952,-0.407848,-1.360772,-0.050094,-0.104408,-0.219053,0.136442,-0.035703,0.060225,0.003416,-1.052472
1.189167,-0.067760,-3.027647,-0.621401,0.116039,-0.262436,-0.210807,-1.103146,-0.061729,0.588513,-0.132232,0.584814,-0.046487,-0.241806,-0.002264,1.708686
1.190000,-0.088103,-2.005550,-1.073562,0.031046,-0.238390,-0.106477,-0.219647,-0.098090,0.418416,-0.020866,1.031556,-0.084682,-0.507156,-0.040435,3.261134
1.190833,-0.051401,-1.306676,-1.825531,-0.026850,-0.203472,-0.057126,0.937853,-0.099679,0.391880,0.019852,0.758167,-0.099363,-0.742976,-0.013291,3.674557
1.191667,0.209403,-1.956734,-1.675368,-0.103968,-0.206699,0.011271,1.862073,-0.084060,0.378503,0.066248,0.417592,-0.052887,-0.736717,0.034150,3.901441
1.192500,0.451656,-0.892117,-0.412968,-0.135371,-0.141275,0.029580,1.411332,-0.062385,-0.288369,0.042370,-0.079564,-0.028314,-0.190248,0.007586,4.367779
1.193333,0.334127,1.102745,1.093849,-0.127063,-0.034971,0.039728,0.362450,0.017665,-0.818523,0.042867,-0.399422,-0.022647,-0.778569,-0.013639,4.310614
1.194167,0.249677,0.931097,1.354061,-0.088393,0.059132,0.062866,-0.796905,0.046213,-0.321701,0.170631,-0.189777,-0.029078,-0.669627,0.001295,4.275301
1.195000,-0.122941,1.028298,1.463144,-0.034801,0.137397,0.070078,-0.908454,0.074967,0.337394,0.467674,-0.207119,0.030766,-0.624767,0.005846,4.262423
1.195833,-0.297026,1.402231,0.806786,-0.001555,0.192385,0.031206,-0.683920,0.056609,0.451183,0.251675,-0.161616,0.009731,0.069840,-0.039355,3.769609
1.196667,-0.248056,0.680419,-0.099567,0.036201,0.250531,-0.043942,-0.381906,0.013399,0.734627,0.023787,-0.334550,0.016101,0.182019,-0.038178,3.859408
1.197500,-0.364403,1.117814,-0.604558,0.022607,0.217880,-0.072787,0.176989,0.034277,0.990333,-0.204493,-0.989312,0.055926,-0.277190,0.028297,3.261570
1.198333,-0.215491,1.145822,-1.319222,-0.043727,0.106826,-0.098797,0.523114,0.005700,0.606457,-0.383674,-0.560509,0.049965,-0.058893,-0.000453,0.869233
1.199167,-0.253601,0.086073,-1.688113,-0.043648,-0.050257,-0.089305,0.699097,-0.014214,0.202374,-0.532625,0.310888,0.000005,0.255245,-0.019295,-0.777779
1.200000,-0.327210,-0.569197,-1.898190,-0.058516,-0.149137,-0.105795,0.768191,-0.031741,-0.097384,-0.233206,0.149734,-0.040281,0.783345,0.021057,-0.828922
1.200833,-0.162863,-3.437636,-1.608524,-0.004295,-0.180814,-0.044500,0.701360,-0.062156,-0.416226,0.083565,-0.158551,-0.064975,0.433652,0.027830,-1.104441
1.201667,0.059114,-4.793752,-0.877029,0.044799,-0.258066,0.006545,0.588292,-0.013009,-0.412755,0.068455,-0.232819,-0.051215,0.457367,0.027268,-1.109546
1.202500,0.110187,-3.767331,-0.384131,0.038029,-0.245286,0.018053,0.475516,-0.008523,-0.598499,0.102658,-0.107704,-0.037168,0.424434,0.027153,-1.521970
1.203333,0.021843,0.200924,0.192218,0.031295,-0.148944,0.047565,0.338774,0.036277,-0.662791,0.150645,0.101918,-0.014302,0.252169,-0.000439,-1.882851
1.204167,0.098400,1.883012,1.448853,0.062621,-0.016894,0.104409,0.183751,0.086284,-0.508378,0.122397,0.165060,-0.044882,0.189692,-0.015226,-2.497422
1.205000,0.129347,1.726312,2.389969,0.048694,0.088945,0.104385,0.033569,0.071598,-0.368132,0.124111,0.318109,-0.060856,0.169559,-0.024989,-3.263404
1.205833,0.125730,1.278360,3.441795,0.086076,0.138664,0.075606,-0.060515,0.050193,0.012972,0.071234,0.385621,0.016817,0.356925,-0.012031,-3.657704
1.206667,0.210286,0.535300,2.786203,0.097502,0.190667,0.003624,-0.146044,0.010313,0.645897,0.119524,0.351893,0.079654,-0.218723,-0.011599,-4.119655
1.207500,0.223915,-1.382847,1.366742,0.142855,0.268379,-0.013236,-0.201797,-0.005324,0.800414,0.064462,0.231117,0.058998,-0.013051,0.006365,-4.399033
1.208333,0.218995,-2.920239,0.517512,0.115366,0.273733,-0.022965,-0.250528,-0.071945,0.145241,0.090613,0.066147,0.021389,-0.052938,0.010580,-4.374104
1.209167,0.123533,-0.385927,-0.260139,0.069376,0.262888,-0.046685,-0.269839,-0.096925,-0.506575,0.029440,-0.016262,0.034280,0.515123,-0.006583,-3.832927
1.210000,0.019339,1.695974,-0.855368,0.045772,0.176159,-0.060794,-0.285690,-0.066678,-0.783958,0.002615,-0.027628,0.032833,-0.084549,-0.002247,-2.411614
1.210833,-0.046430,2.492788,-1.073521,-0.010398,0.086736,-0.055861,-0.296998,-0.046808,-0.842660,-0.060766,-0.033359,-0.005675,-0.101268,0.022978,-0.634565
1.211667,-0.037761,1.657523,-1.357541,-0.043932,0.044744,-0.004586,-0.302174,-0.029668,-0.745597,-0.034467,-0.097520,-0.004636,-0.144661,0.013855,1.489420
1.212500,0.033588,-0.118006,-1.619898,-0.016726,-0.003317,0.024067,-0.273623,-0.019209,-0.195843,-0.065245,-0.218900,0.009105,0.076304,-0.018628,1.868602
1.213333,-0.022065,-0.070212,-1.496618,0.052712,-0.026579,0.073916,-0.236616,-0.009153,0.375562,-0.105301,-0.238991,0.029297,0.367518,-0.004432,1.937361
1.214167,-0.382962,-0.588784,-1.327689,0.092012,-0.051550,0.056962,-0.218312,0.048741,0.932034,-0.077082,-0.165946,-0.021567,0.143138,0.010975,2.446446
1.215000,-0.465786,-0.091033,-1.038664,0.035681,-0.091460,0.037052,-0.213119,0.000080,0.811836,-0.012589,-0.140231,-0.039420,-0.330813,-0.018029,3.200946
1.215833,-0.197168,1.101948,-0.043067,-0.050535,-0.137556,0.018385,-0.175208,-0.031972,-0.372129,0.085787,0.008637,-0.004268,-0.102295,-0.014688,4.069778
1.216667,0.112957,1.780001,0.966272,-0.087900,-0.097449,-0.012365,-0.145309,-0.012142,-0.876251,0.058806,0.411750,0.005000,0.095856,-0.002804,4.574754
1.217500,0.405809,1.924449,1.196858,-0.038236,-0.096317,-0.064087,-0.092179,0.017632,-0.748958,0.114062,0.648731,0.014630,-0.023476,0.005421,3.616416
1.218333,0.293174,0.992390,1.004858,0.027863,-0.102597,-0.175865,-0.055728,0.042267,-0.202161,0.050843,0.132559,0.000969,-0.249946,0.017774,2.372553
1.219167,-0.015481,0.872104,0.698211,-0.004256,-0.113535,-0.182916,0.013042,0.049116,0.339446,0.013149,-0.292522,0.000486,-0.289250,-0.000378,0.692055
1.220000,-0.341507,1.765617,0.207313,-0.095401,-0.114434,-0.052738,0.039922,0.054369,1.205022,0.039716,0.163252,0.010279,-0.508656,-0.009206,-0.907121
1.220833,-0.107701,0.987893,-0.041379,-0.187420,-0.130077,-0.016954,0.052417,0.104577,1.428017,0.048914,0.235806,0.017530,-0.254264,-0.031134,-1.000520
